exercise	feature_name	Estimate	Std. Error	df	t value	Pr(>|t|)	p_BH
0	ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0.04031057697496976	0.01791620851704814	18.080349461157237	2.2499502021653908	0.037139530320345254	0.7895708432026247
0	FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	-0.24271766543112583	0.11362090684755345	18.292193553825204	-2.1362060219848718	0.04641941640350623	0.7895708432026247
0	P122-PWY: heterolactic fermentation	-0.24999752139237377	0.06193566244089077	18.157718580033627	-4.036406676540558	7.62695284541584e-4	0.2783837788576781
0	P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.04190523335668315	0.01898694638766003	18.011099592393965	2.207054915577059	0.04052587824501181	0.7895708432026247
0	PWY-5004: superpathway of L-citrulline metabolism	0.15992741355884976	0.07098701982913937	18.000268552204815	2.2529106580862743	0.0369781125146397	0.7895708432026247
0	PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	-0.23732844509011455	0.07785429727002753	17.36933119179284	-3.0483666722592284	0.007130596578423251	0.7895708432026247
0	PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	-0.16313945435423965	0.060127708473842786	17.806067298037284	-2.713215894884965	0.014340912317092908	0.7895708432026247
0	PWY-6612: superpathway of tetrahydrofolate biosynthesis	-0.22725228934588607	0.10667598056983656	18.294127606397822	-2.1303041990517535	0.04696275669832397	0.7895708432026247
0	PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	-0.18858957932441534	0.06160329564083063	18.107616100202275	-3.0613553603359214	0.006689682552043534	0.7895708432026247
0	PWY-7942: 5-oxo-L-proline metabolism	0.17424601004687085	0.06604868836023861	19.66142118841184	2.638144895421832	0.01591111953868325	0.7895708432026247
0	PWY-801: homocysteine and cysteine interconversion	-0.13966405867339585	0.054296787744570994	17.80879956977877	-2.5722342789488595	0.019294150396951138	0.7895708432026247
0	PWY-8131: 5'-deoxyadenosine degradation II	0.046877883466229724	0.022109885018455705	18.3993603759101	2.1202228517741957	0.04782493953259313	0.7895708432026247
0	PWY66-430: myristate biosynthesis (mitochondria)	-0.183335138261875	0.08478396087864971	23.999999999553616	-2.1623799638740686	0.04077529358370413	0.7895708432026247
0	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.035036607624564425	0.015327026165611855	18.021784094568563	2.285936439723287	0.03458231114058277	0.7895708432026247
1	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.2082249466271634	0.08750779693825703	20.055352698263558	2.3795016434259098	0.027374952540156004	0.9995003287486087
1	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.17259656296745995	0.0787526425262979	19.87946564967713	2.191628844833044	0.04048707188493168	0.9995003287486087
1	PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.2104928575496622	0.06872640500517559	20.346939464399473	3.0627654324973146	0.006057411461541891	0.9995003287486087
1	PWY490-3: nitrate reduction VI (assimilatory)	0.13970306500406007	0.06427496335967696	20.46331775738328	2.1735222814876485	0.041640291455241445	0.9995003287486087
1	SO4ASSIM-PWY: assimilatory sulfate reduction I	0.17834829947898426	0.07238093712052564	20.04244530697805	2.464023078093149	0.02290362795167525	0.9995003287486087
1	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.20303642616209994	0.08438304241356691	20.05140106520578	2.4061282972828226	0.02588540115881577	0.9995003287486087
